episodio_id,inizio,fine,n_post,n_parole_tot,primo_post,testo_unito,durata_min
172,2026-03-21 23:44:53.572000+00:00,2026-03-21 23:44:53.572000+00:00,1,51,116269822349947644,"If Iran doesn't FULLY OPEN, WITHOUT THREAT, the Strait of Hormuz, within 48 HOURS from this exact point in time, the United States of America will hit and obliterate their various POWER PLANTS, STARTING WITH THE BIGGEST ONE FIRST! Thank you for your attention to this matter. President DONALD J. TRUMP",0.0
173,2026-03-23 11:23:40.186000+00:00,2026-03-23 11:23:40.186000+00:00,1,109,116278232362967212,"I AM PLEASED TO REPORT THAT THE UNITED STATES OF AMERICA, AND THE COUNTRY OF IRAN, HAVE HAD, OVER THE LAST TWO DAYS, VERY GOOD AND PRODUCTIVE CONVERSATIONS REGARDING A COMPLETE AND TOTAL RESOLUTION OF OUR HOSTILITIES IN THE MIDDLE EAST. BASED ON THE TENOR AND TONE OF THESE IN DEPTH, DETAILED, AND CONSTRUCTIVE CONVERSATIONS, WHICH WILL CONTINUE THROUGHOUT THE WEEK, I HAVE INSTRUCTED THE DEPARTMENT OF WAR TO POSTPONE ANY AND ALL MILITARY STRIKES AGAINST IRANIAN POWER PLANTS AND ENERGY INFRASTRUCTURE FOR A FIVE DAY PERIOD, SUBJECT TO THE SUCCESS OF THE ONGOING MEETINGS AND DISCUSSIONS. THANK YOU FOR YOUR ATTENTION TO THIS MATTER! PRESIDENT DONALD J. TRUMP",0.0
174,2026-03-25 15:30:40.690000+00:00,2026-03-25 15:30:40.690000+00:00,1,47,116290528260288417,"The Radical Left, Country Hating Democrats are trying to create inner chaos to take away from the great military achievement we are having in Iran. They hate seeing us WIN so completely and decisively, but the American public sees what is going on. AMERICA FIRST! President DJT",0.0
175,2026-03-25 16:51:38.127000+00:00,2026-03-25 16:51:38.127000+00:00,1,305,116290846597255331,"Speaker of the House Mike Johnson and Senate Majority Leader John Thune have been working to pass a clean extension of FISA Section 702, a Law that was passed many years ago by Congress to collect Intelligence on Foreigners and Noncitizens. When used properly, FISA is an effective tool to keep Americans safe. For these reasons, I have called for a clean 18-month extension, HOWEVER, the Critical and Common Sense Reforms that were made in the last Reauthorization of FISA must remain intact to protect the American People from abuses. Nobody understands this better than me, as I was a victim of the worst and most illegal abuse of FISA in our Nation's History, by Radical Left Lunatics who lied to the FISA Court to spy on my 2016 Presidential Campaign in their attempt to RIG the Election in favor of Crooked Hillary Clinton. That is why, since the first day of my already Historic Second Term, my Administration has worked tirelessly to ensure these Reforms are being aggressively executed at every level of the Executive Branch to keep Americans safe, while protecting their sacred Civil Liberties guaranteed by our Great Constitution. With the ongoing successful Military activities against the Terrorist Iranian Regime, it is more important than ever that we remain vigilant, PROTECT our Homeland, Troops, and Diplomats stationed abroad, and maintain our ability to quickly stop bad actors seeking to cause harm to our People and our Country. The fact is, whether you like FISA or not, it is extremely important to our Military. I have spoken to many Generals about this, and they consider it vital. Not one said, even tacitly, that they can do without it — especially right now with our brilliant Military Operation in Iran. Thank you for your attention to this very important matter! President DONALD J. TRUMP",0.0
176,2026-03-25 18:17:56.770000+00:00,2026-03-25 18:17:56.770000+00:00,1,105,116291185984825094,"My meeting with the Highly Respected President of China, President Xi Jinping, which was originally postponed due to our Military operation in Iran, has been rescheduled, and will take place in Beijing on May 14th and 15th. First Lady Melania and I will also host President Xi and Madame Peng for a reciprocal visit in Washington, D.C., at a later date, this year. Our Representatives are finalizing preparations for these Historic Visits. I look very much forward to spending time with President Xi in what will be, I am sure, a Monumental Event. Thank you for your attention to this matter! President DONALD J. TRUMP",0.0
177,2026-03-27 18:16:32.157000+00:00,2026-03-27 18:16:32.157000+00:00,1,20,116302505060458396,Going to make a big speech on economics in Miami. Our Military Operation in Iran is going GREAT! President DJT,0.0
178,2026-03-30 02:29:30.926000+00:00,2026-03-30 02:29:30.926000+00:00,1,33,116315768155415029,"Big day in Iran. Many long sought after targets have been taken out and destroyed by our GREAT MILITARY, the finest and most lethal in the World. God bless you all! President DJT",0.0
179,2026-03-30 11:26:45.164000+00:00,2026-03-30 11:26:45.164000+00:00,1,130,116317880658472708,"The United States of America is in serious discussions with A NEW, AND MORE REASONABLE, REGIME to end our Military Operations in Iran. Great progress has been made but, if for any reason a deal is not shortly reached, which it probably will be, and if the Hormuz Strait is not immediately ""Open for Business,"" we will conclude our lovely ""stay"" in Iran by blowing up and completely obliterating all of their Electric Generating Plants, Oil Wells and Kharg Island (and possibly all desalinization plants!), which we have purposefully not yet ""touched."" This will be in retribution for our many soldiers, and others, that Iran has butchered and killed over the old Regime's 47 year ""Reign of Terror."" Thank you for your attention to this matter. President DONALD J. TRUMP",0.0
180,2026-03-31 11:11:14.192000+00:00,2026-03-31 11:19:56.455000+00:00,2,145,116323481956698353,"All of those countries that can't get jet fuel because of the Strait of Hormuz, like the United Kingdom, which refused to get involved in the decapitation of Iran, I have a suggestion for you: Number 1, buy from the U.S., we have plenty, and Number 2, build up some delayed courage, go to the Strait, and just TAKE IT. You'll have to start learning how to fight for yourself, the U.S.A. won't be there to help you anymore, just like you weren't there for us. Iran has been, essentially, decimated. The hard part is done. Go get your own oil! President DJT || The Country of France wouldn't let planes headed to Israel, loaded up with military supplies, fly over French territory. France has been VERY UNHELPFUL with respect to the ""Butcher of Iran,"" who has been successfully eliminated! The U.S.A. will REMEMBER!!! President DJT",8.704383333333334
181,2026-04-01 12:44:52.476000+00:00,2026-04-01 12:44:52.476000+00:00,1,55,116329512466946656,"Iran's New Regime President, much less Radicalized and far more intelligent than his predecessors, has just asked the United States of America for a CEASEFIRE! We will consider when Hormuz Strait is open, free, and clear. Until then, we are blasting Iran into oblivion or, as they say, back to the Stone Ages!!! President DJT",0.0
182,2026-04-02 16:37:55.037000+00:00,2026-04-02 16:37:55.037000+00:00,1,50,116336091138489301,"The biggest bridge in Iran comes tumbling down, never to be used again — Much more to follow! IT IS TIME FOR IRAN TO MAKE A DEAL BEFORE IT IS TOO LATE, AND THERE IS NOTHING LEFT OF WHAT STILL COULD BECOME A GREAT COUNTRY! President DONALD J. TRUMP Video:",0.0
183,2026-04-03 02:41:22.186000+00:00,2026-04-03 02:41:22.186000+00:00,1,45,116338464010194156,"Our Military, the greatest and most powerful (by far!) anywhere in the World, hasn't even started destroying what's left in Iran. Bridges next, then Electric Power Plants! New Regime leadership knows what has to be done, and has to be done, FAST! President DONALD J.TRUMP",0.0
184,2026-04-03 12:22:58.971000+00:00,2026-04-03 12:22:58.971000+00:00,1,31,116340751005894827,"With a little more time, we can easily OPEN THE HORMUZ STRAIT, TAKE THE OIL, & MAKE A FORTUNE. IT WOULD BE A ""GUSHER"" FOR THE WORLD??? President DONALD J. TRUMP",0.0
185,2026-04-04 13:32:26.478000+00:00,2026-04-04 13:32:26.478000+00:00,1,39,116346686438015338,"Not only were the jobs numbers GREAT yesterday, 178,000 new jobs, but the TRADE DEFICIT was down 55%, the biggest drop in history. THANK YOU MR. TARIFF! All of this and, simultaneously, getting rid of a Nuclear Iran. MAGA!!!",0.0
186,2026-04-04 14:05:27.326000+00:00,2026-04-04 14:05:27.326000+00:00,1,40,116346816254869135,Remember when I gave Iran ten days to MAKE A DEAL or OPEN UP THE HORMUZ STRAIT. Time is running out - 48 hours before all Hell will reign down on them. Glory be to GOD! President DONALD J. TRUMP,0.0
187,2026-04-04 20:37:34.278000+00:00,2026-04-04 20:37:34.278000+00:00,1,29,116348358117196662,"Many of Iran's Military Leaders, who have led them poorly and unwisely, are terminated, along with much else, with this massive strike in Tehran! President DONALD J. TRUMP Video:",0.0
188,2026-04-05 04:08:57.526000+00:00,2026-04-05 04:08:57.526000+00:00,1,308,116350133044957842,"FROM PRESIDENT DONALD J. TRUMP WE GOT HIM! My fellow Americans, over the past several hours, the United States Military pulled off one of the most daring Search and Rescue Operations in U.S. History, for one of our incredible Crew Member Officers, who also happens to be a highly respected Colonel, and who I am thrilled to let you know is now SAFE and SOUND! This brave Warrior was behind enemy lines in the treacherous mountains of Iran, being hunted down by our enemies, who were getting closer and closer by the hour, but was never truly alone because his Commander in Chief, Secretary of War, Chairman of the Joint Chiefs of Staff, and fellow Warfighters were monitoring his location 24 hours a day, and diligently planning for his rescue. At my direction, the U.S. Military sent dozens of aircraft, armed with the most lethal weapons in the World, to retrieve him. He sustained injuries, but he will be just fine. This miraculous Search and Rescue Operation comes in addition to a successful rescue of another brave Pilot, yesterday, which we did not confirm, because we did not want to jeopardize our second rescue operation. This is the first time in military memory that two U.S. Pilots have been rescued, separately, deep in Enemy Territory. WE WILL NEVER LEAVE AN AMERICAN WARFIGHTER BEHIND! The fact that we were able to pull off both of these operations, without a SINGLE American killed, or even wounded, just proves once again, that we have achieved overwhelming Air Dominance and Superiority over the Iranian skies. This is a moment that ALL Americans, Republican, Democrat, and everyone else, should be proud of and united around. We truly have the best, most professional, and lethal Military in the History of the World. GOD BLESS AMERICA, GOD BLESS OUR TROOPS, AND HAPPY EASTER TO ALL!",0.0
189,2026-04-05 11:52:48.199000+00:00,2026-04-05 12:03:26.423000+00:00,2,163,116351956955900185,"We have rescued the seriously wounded, and really brave, F-15 Crew Member/Officer, from deep inside the mountains of Iran. The Iranian Military was looking hard, in big numbers, and getting close. He is a highly respected Colonel. This type of raid is seldom attempted because of the danger to ""man and equipment."" It just doesn't happen! The second raid came after the first one, where we rescued the pilot in broad daylight, also unusual, spending seven hours over Iran. An AMAZING show of bravery and talent by all! I will be having a News Conference, with the Military, at the Oval Office, on Monday, at 1:00 P.M. God Bless our great MILITARY WARRIORS! President DONALD J. TRUMP || Tuesday will be Power Plant Day, and Bridge Day, all wrapped up in one, in Iran. There will be nothing like it!!! Open the Fuckin' Strait, you crazy bastards, or you'll be living in Hell - JUST WATCH! Praise be to Allah. President DONALD J. TRUMP",10.637066666666668
190,2026-04-08 04:01:03.031000+00:00,2026-04-08 04:01:03.031000+00:00,1,104,116367088879643074,"A big day for World Peace! Iran wants it to happen, they've had enough! Likewise, so has everyone else! The United States of America will be helping with the traffic buildup in the Strait of Hormuz. There will be lots of positive action! Big money will be made. Iran can start the reconstruction process. We'll be loading up with supplies of all kinds, and just ""hangin' around"" in order to make sure that everything goes well. I feel confident that it will. Just like we are experiencing in the U.S., this could be the Golden Age of the Middle East!!! President DONALD J. TRUMP",0.0
191,2026-04-08 11:22:43.870000+00:00,2026-04-08 11:30:02.140000+00:00,2,143,116368825638596650,"The United States will work closely with Iran, which we have determined has gone through what will be a very productive Regime Change! There will be no enrichment of Uranium, and the United States will, working with Iran, dig up and remove all of the deeply buried (B-2 Bombers) Nuclear ""Dust."" It is now, and has been, under very exacting Satellite Surveillance (Space Force!). Nothing has been touched from the date of attack. We are, and will be, talking Tariff and Sanctions relief with Iran. Many of the 15 points have already been been agreed to. Thank you for your attention to this matter. President DONALD J. TRUMP || A Country supplying Military Weapons to Iran will be immediately tariffed, on any and all goods sold to the United States of America, 50%, effective immediately. There will be no exclusions or exemptions! President DJT",7.3045
192,2026-04-09 03:46:41.018000+00:00,2026-04-09 03:46:41.018000+00:00,1,129,116372694697146221,"All U.S. Ships, Aircraft, and Military Personnel, with additional Ammunition, Weaponry, and anything else that is appropriate and necessary for the lethal prosecution and destruction of an already substantially degraded Enemy, will remain in place in, and around, Iran, until such time as the REAL AGREEMENT reached is fully complied with. If for any reason it is not, which is highly unlikely, then the ""Shootin' Starts,"" bigger, and better, and stronger than anyone has ever seen before. It was agreed, a long time ago, and despite all of the fake rhetoric to the contrary - NO NUCLEAR WEAPONS and, the Strait of Hormuz WILL BE OPEN & SAFE. In the meantime our great Military is Loading Up and Resting, looking forward, actually, to its next Conquest. AMERICA IS BACK!",0.0
193,2026-04-09 20:28:41.816000+00:00,2026-04-09 20:28:41.816000+00:00,1,485,116376634773749603,"I know why Tucker Carlson, Megyn Kelly, Candace Owens, and Alex Jones have all been fighting me for years, especially by the fact that they think it is wonderful for Iran, the Number One State Sponsor of Terror, to have a Nuclear Weapon — Because they have one thing in common, Low IQs. They're stupid people, they know it, their families know it, and everyone else knows it, too! Look at their past, look at their record. They don't have what it takes, and they never did! They've all been thrown off Television, lost their Shows, and aren't even invited on TV because nobody cares about them, they're NUT JOBS, TROUBLEMAKERS, and will say anything necessary for some ""free"" and cheap publicity. Now they think they get some ""clicks"" because they have Third Rate Podcasts, but nobody's talking about them, and their views are the opposite of MAGA — Or I wouldn't have won the Presidential Election in a LANDSLIDE. MAGA agrees with me, and just gave CNN a 100% Approval Rating of ""TRUMP,"" not Hand Flailing Fools like Tucker Carlson, who couldn't even finish College, he was a broken man when he got fired from Fox, and he's never been the same — Perhaps he should see a good psychiatrist! Or Megyn Kelly, who nastily asked me the now famous, ""Only Rosie O'Donnell,"" question, or ""Crazy"" Candace Owens, who accuses the Highly Respected First Lady of France of being a man, when she is not, and will hopefully win lots of money in the ongoing lawsuit. Actually, to me, the First Lady of France is a far more beautiful woman than Candace, in fact, it's not even close! Or Bankrupt Alex Jones, who says some of the dumbest things, and lost his entire fortune, as he should have, for his horrendous attack on the families of the Sandy Hook shooting victims, ridiculously claiming it was a hoax. These so-called ""pundits"" are LOSERS, and they always will be! Now Fake News CNN, The Failing New York Times, and all of the other Radical Left ""News"" Organizations, are ""hailing"" them, and giving them ""positive"" press for the first time in their lives. They're not ""MAGA,"" they're losers, just trying to latch on to MAGA. As President, I could get them on my side anytime I want to, but when they call, I don't return their calls because I'm too busy on World and Country Affairs and, after a few times, they go ""nasty,"" just like Marjorie ""Traitor"" Brown, but I no longer care about that stuff, I only care about doing right for our Country. MAGA is about WINNING and STRENGTH in not allowing Iran to have Nuclear Weapons. MAGA is about MAKING AMERICA GREAT AGAIN, and these people have no idea how to do that, BUT I DO, because THE UNITED STATES IS NOW THE ""HOTTEST"" COUNTRY ANYWHERE IN THE WORLD! President DONALD J. TRUMP",0.0
194,2026-04-09 21:08:34.116000+00:00,2026-04-09 21:28:12.049000+00:00,2,136,116376791555549648,"There are reports that Iran is charging fees to tankers going through the Hormuz Strait — They better not be and, if they are, they better stop now! President DONALD J. TRUMP || The Wall Street Journal, one of the worst and most inaccurate ""Editorial Boards"" in the World, stated that I ""declared premature victory in Iran."" Actually, it is a Victory, and there's nothing ""premature"" about it! Because of me, IRAN WILL NEVER HAVE A NUCLEAR WEAPON and, very quickly, you'll see Oil start flowing, with or without the help of Iran and, to me, it makes no difference, either way. The Wall Street Journal will, as usual, live to eat their words. They are always quick to criticize, but never to admit when they're wrong, which is most of the time! President DONALD J. TRUMP",19.632216666666668
195,2026-04-09 22:29:26.107000+00:00,2026-04-09 22:29:26.107000+00:00,1,32,116377109535639790,"Iran is doing a very poor job, dishonorable some would say, of allowing Oil to go through the Strait of Hormuz. That is not the agreement we have! President DONALD J. TRUMP",0.0
196,2026-04-10 05:15:15.066000+00:00,2026-04-10 05:15:15.066000+00:00,1,13,116378705268992787,"Trump upends China's lucrative sanctioned oil import scheme after Iran, Venezuela interventions: justthenews.com/government/dip",0.0
197,2026-04-11 11:30:41.035000+00:00,2026-04-11 11:30:41.035000+00:00,1,63,116385843841281126,"Massive numbers of completely empty oil tankers, some of the largest anywhere in the World, are heading, right now, to the United States to load up with the best and ""sweetest"" oil (and gas!) anywhere in the World. We have more oil than the next two largest oil economies combined - and higher quality. We are waiting for you. Quick turnaround! President DJT",0.0
198,2026-04-11 12:58:48.715000+00:00,2026-04-11 12:58:48.715000+00:00,1,216,116386190374675994,"The Fake News Media has lost total credibility, not that they had any to begin with. Because of their massive Trump Derangement Syndrome (Sometimes referred to as TDS!), they love saying that Iran is ""winning"" when, in fact, everyone knows that they are LOSING, and LOSING BIG! Their Navy is gone, their Air Force is gone, their Anti Aircraft apparatus is nonexistent, Radar is dead, their Missile and Drone Factories have been largely obliterated along with the Missiles and Drones themselves and, most importantly, their longtime ""Leaders"" are no longer with us, praise be to Allah! The only thing they have going is the threat that a ship may ""bunk"" into one of their sea mines which, by the way, all 28 of their mine dropper boats are also lying at the bottom of the sea. We're now starting the process of clearing out the Strait of Hormuz as a favor to Countries all over the World, including China, Japan, South Korea, France, Germany, and many others. Incredibly, they don't have the Courage or Will to do this work themselves. Very interestingly, however, empty Oil carrying ships from many Nations are all heading to the United States of America to LOAD UP with Oil. Thank you for your attention to this matter! President DONALD J. TRUMP",0.0
199,2026-04-11 15:17:21.033000+00:00,2026-04-11 15:17:21.033000+00:00,1,67,116386735130758581,"The Fake News Media is CRAZY, or just plain CORRUPT! The United States has completely destroyed Iran's Military, including their entire Navy and Air Force, and everything else. Their Leadership is DEAD! The Strait of Hormuz will soon be open, and the empty ships are rushing to the United States to ""load up."" But, if you listen to the Fake News, we're losing! President DONALD J. TRUMP",0.0
200,2026-04-12 04:16:22.894000+00:00,2026-04-12 04:16:22.894000+00:00,1,14,116389798405349626,The Trump card the president holds if Iran won't bend: a naval blockade: justthenews.com/government/sec,0.0
201,2026-04-12 15:30:27.303000+00:00,2026-04-12 15:30:42.692000+00:00,2,653,116392448970133700,"So, there you have it, the meeting went well, most points were agreed to, but the only point that really mattered, NUCLEAR, was not. Effective immediately, the United States Navy, the Finest in the World, will begin the process of BLOCKADING any and all Ships trying to enter, or leave, the Strait of Hormuz. At some point, we will reach an ""ALL BEING ALLOWED TO GO IN, ALL BEING ALLOWED TO GO OUT"" basis, but Iran has not allowed that to happen by merely saying, ""There may be a mine out there somewhere,"" that nobody knows about but them. THIS IS WORLD EXTORTION, and Leaders of Countries, especially the United States of America, will never be extorted. I have also instructed our Navy to seek and interdict every vessel in International Waters that has paid a toll to Iran. No one who pays an illegal toll will have safe passage on the high seas. We will also begin destroying the mines the Iranians laid in the Straits. Any Iranian who fires at us, or at peaceful vessels, will be BLOWN TO HELL! Iran knows, better than anyone, how to END this situation which has already devastated their Country. Their Navy is gone, their Air Force is gone, their Anti Aircraft and Radar are useless, Khamenei, and most of their ""Leaders,"" are dead, all because of their Nuclear ambition. The Blockade will begin shortly. Other Countries will be involved with this Blockade. Iran will not be allowed to profit off this Illegal Act of EXTORTION. They want money and, more importantly, they want Nuclear. Additionally and, at an appropriate moment, we are fully ""LOCKED AND LOADED,"" and our Military will finish up the little that is left of Iran! President DONALD J. TRUMP || Iran promised to open the Strait of Hormuz, and they knowingly failed to do so. This caused anxiety, dislocation, and pain to many people and Countries throughout the World. They say they put mines in the water, even though all of their Navy, and most of their ""mine droppers,"" have been completely blown up. They may have done so, but what ship owner would want to take the chance? There is great dishonor and permanent harm to the reputation of Iran, and what's left of their ""Leaders,"" but we are beyond all of that. As they promised, they better begin the process of getting this INTERNATIONAL WATERWAY OPEN AND FAST! Every Law in the book is being violated by them. I have been fully debriefed by Vice President JD Vance, Special Envoy Steve Witkoff, and Jared Kushner, on the meeting that took place in Islamabad through the kind and very competent leadership of Field Marshal Asim Munir, and Prime Minister Shehbaz Sharif, of Pakistan. They are very extraordinary men, and continuously thank me for saving 30 to 50 million lives in what would have been a horrendous War with India. I always appreciate hearing that — The amount of Humanity spoken of is incomprehensible. The meeting with Iran began early in the morning, and lasted throughout the night — Close to 20 hours. I could go into great detail, and talk about much that has been gotten but, there is only one thing that matters — IRAN IS UNWILLING TO GIVE UP ITS NUCLEAR AMBITIONS! In many ways, the points that were agreed to are better than us continuing our Military Operations to conclusion, but all of those points don't matter compared to allowing Nuclear Power to be in the hands of such volatile, difficult, unpredictable people. My three Representatives, as all of this time went by, became, not surprisingly, very friendly and respectful of Iran's Representatives, Mohammad-Bagher Ghalibaf, Abbas Araghchi, and Ali Bagheri, but that doesn't matter because they were very unyielding as to the single most important issue and, as I have always said, right from the beginning, and many years ago, IRAN WILL NEVER HAVE A NUCLEAR WEAPON!",0.25648333333333334
202,2026-04-13 04:43:13.269000+00:00,2026-04-13 04:43:13.269000+00:00,1,28,116395566253303665,The United States to Blockade Ships Entering or Exiting Iranian Ports on April 13 at 10:00 A.M. ET. Thank you for your attention to this matter! President DJT,0.0
203,2026-04-13 06:36:35.876000+00:00,2026-04-13 06:36:35.876000+00:00,1,14,116396012068955371,The Trump card the president holds if Iran won't bend: a naval blockade: justthenews.com/government/sec,0.0
204,2026-04-13 08:10:43.728000+00:00,2026-04-13 08:10:43.728000+00:00,1,14,116396382206568435,Trump brilliantly calls Iran's bluff — with his own Strait of Hormuz blockade: nypost.com/2026/04/12/opinion/,0.0
205,2026-04-13 14:23:22.272000+00:00,2026-04-13 14:23:22.272000+00:00,1,104,116397847496142849,"Iran's Navy is laying at the bottom of the sea, completely obliterated - 158 ships. What we have not hit are their small number of, what they call, ""fast attack ships,"" because we did not consider them much of a threat. Warning: If any of these ships come anywhere close to our BLOCKADE, they will be immediately ELIMINATED, using the same system of kill that we use against the drug dealers on boats at Sea. It is quick and brutal. P.S. 98.2% of Drugs coming into the U.S. by Ocean or Sea have STOPPED! Thank you for your attention to this matter. President DJT",0.0
206,2026-04-13 16:33:16.102000+00:00,2026-04-13 16:33:16.102000+00:00,1,25,116398358272601798,"34 Ships went through the Strait of Hormuz yesterday, which is by far the highest number since this foolish closure began. President DONALD J. TRUMP",0.0
207,2026-04-14 18:07:26.020000+00:00,2026-04-14 18:07:26.020000+00:00,1,409,116404390855989138,"I am working very hard with our Great Speaker, Mike Johnson, along with Chairman Jim Jordan and Chairman Rick Crawford, to get a clean extension of FISA 702 through the House of Representatives this week. I am asking Republicans to UNIFY, and vote together on the test vote to bring a clean Bill to the floor. We need to stick together when this Bill comes before the House Rules Committee today to keep it CLEAN! I was a victim of the worst and most illegal abuse of FISA in our Nation's History, by Radical Left Lunatics, who lied to the FISA Court to spy on my 2016 Presidential Campaign in their attempt to RIG the Election in favor of Crooked Hillary Clinton. Their use of this instrument in the 2020 Presidential Election was even worse! When the Dirty Cop, James Comey, the failed Head of the FBI, went after me, he was using FISA Title I, the Domestic Collection, not FISA 702, the Foreign Collection, which needs to be extended today. While parts of FISA were illegally and unfortunately used against me in the Democrats' disgraceful Witch Hunt and Attack in the RUSSIA, RUSSIA, RUSSIA Hoax, and perhaps would be used against me in the future, I am willing to risk that as a Citizen in order to do what is right for our Country. Our Military desperately needs FISA 702, and it is one of the reasons we have had such tremendous SUCCESS on the battlefield, both in Venezuela and Iran. Since the first day of my already Historic Second Term, my Administration has worked tirelessly to ensure these FISA Reforms are being aggressively executed at every level of the Executive Branch to keep Americans safe, while protecting our sacred Civil Liberties guaranteed by our Great Constitution. With the ongoing successful Military activities against the Terrorist Iranian Regime, it is more important than ever that we remain vigilant, PROTECT our Homeland, Troops, and Diplomats stationed abroad, and maintain our ability to quickly stop bad actors seeking to cause harm to our People and our Country. The fact is, whether you like FISA or not, it is extremely important to our Military. I have spoken to many Generals about this, and they consider it VITAL. Not one said, even tacitly, that they can do without it — especially right now with our brilliant Military Operation in Iran. Thank you for your attention to this matter! President DONALD J. TRUMP",0.0
208,2026-04-15 03:34:56.928000+00:00,2026-04-15 03:34:56.928000+00:00,1,49,116406622416293152,"Will someone please tell Pope Leo that Iran has killed at least 42,000 innocent, completely unarmed, protesters in the last two months, and that for Iran to have a Nuclear Bomb is absolutely unacceptable. Thank you for your attention to this matter. AMERICA IS BACK!!! President DONALD J. TRUMP",0.0
209,2026-04-15 11:46:18.659000+00:00,2026-04-15 11:46:18.659000+00:00,1,88,116408554531050811,"China is very happy that I am permanently opening the Strait of Hormuz. I am doing it for them, also - And the World. This situation will never happen again. They have agreed not to send weapons to Iran. President Xi will give me a big, fat, hug when I get there in a few weeks. We are working together smartly, and very well! Doesn't that beat fighting??? BUT REMEMBER, we are very good at fighting, if we have to - far better than anyone else!!! President DJT",0.0
210,2026-04-15 14:16:50.166000+00:00,2026-04-15 14:16:50.166000+00:00,1,258,116409146419851362,"I am working very hard with our Great Speaker, Mike Johnson, along with Chairman Jim Jordan and Chairman Rick Crawford, to get a clean extension of FISA 702 through the House of Representatives this week. I am asking Republicans to UNIFY, and vote together on the test vote to bring a clean Bill to the floor. We need to stick together when this Bill comes before the House Rules Committee today to keep it CLEAN! When the Dirty Cop, James Comey, the failed Head of the FBI went after me, he was using FISA Title I, the Domestic Collection, not FISA 702, the Foreign Collection, which needs to be extended today. While parts of FISA were illegally and unfortunately used against me in the Democrats' disgraceful Witch Hunt and Attack in the RUSSIA, RUSSIA, RUSSIA Hoax, and perhaps would be used against me in the future, I am willing to risk the giving up of my Rights and Privileges as a Citizen for our Great Military and Country! Our Military Patriots desperately need FISA 702, and it is one of the reasons we have had such tremendous SUCCESS on the battlefield. I have spoken with many in our Military who say FISA is necessary in order to protect our Troops overseas, as well as our people here at home, from the threat of Foreign Terror Attacks. It has already prevented MANY such Attacks, and it is very important that it remain in full force and effect. Thank you for your attention to this matter! President DONALD J. TRUMP",0.0
211,2026-04-17 13:06:35.880000+00:00,2026-04-17 13:27:06.806000+00:00,2,87,116420194853200133,"IRAN HAS JUST ANNOUNCED THAT THE STRAIT OF IRAN IS FULLY OPEN AND READY FOR FULL PASSAGE. THANK YOU! || THE STRAIT OF HORMUZ IS COMPLETELY OPEN AND READY FOR BUSINESS AND FULL PASSAGE, BUT THE NAVAL BLOCKADE WILL REMAIN IN FULL FORCE AND EFFECT AS IT PERTAINS TO IRAN, ONLY, UNTIL SUCH TIME AS OUR TRANSACTION WITH IRAN IS 100% COMPLETE. THIS PROCESS SHOULD GO VERY QUICKLY IN THAT MOST OF THE POINTS ARE ALREADY NEGOTIATED. THANK YOU FOR YOUR ATTENTION TO THIS MATTER! PRESIDENT DONALD J.TRUMP",20.51543333333333
212,2026-04-17 14:13:07.320000+00:00,2026-04-17 14:40:05.883000+00:00,3,94,116420456436213944,"Now that the Hormuz Strait situation is over, I received a call from NATO asking if we would need some help. I TOLD THEM TO STAY AWAY, UNLESS THEY JUST WANT TO LOAD UP THEIR SHIPS WITH OIL. They were useless when needed, a Paper Tiger! President DJT || Iran, with the help of the U.S.A., has removed, or is removing, all sea mines! Thank you! President DJT || Iran has agreed to never close the Strait of Hormuz again. It will no longer be used as a weapon against the World! President DONALD J. TRUMP",26.97605
213,2026-04-18 02:25:40.260000+00:00,2026-04-18 02:25:40.260000+00:00,1,44,116423336936103421,"President Xi is very happy that the Strait of Hormuz is open and/or rapidly opening. Our meeting in China will be a special one and, potentially, Historic. I look forward to being with President Xi — Much will be accomplished! President DONALD J. TRUMP",0.0
214,2026-04-19 12:10:10.035000+00:00,2026-04-19 12:10:10.035000+00:00,1,226,116431297579272777,"Iran decided to fire bullets yesterday in the Strait of Hormuz — A Total Violation of our Ceasefire Agreement! Many of them were aimed at a French Ship, and a Freighter from the United Kingdom. That wasn't nice, was it? My Representatives are going to Islamabad, Pakistan — They will be there tomorrow evening, for Negotiations. Iran recently announced that they were closing the Strait, which is strange, because our BLOCKADE has already closed it. They're helping us without knowing, and they are the ones that lose with the closed passage, $500 Million Dollars a day! The United States loses nothing. In fact, many Ships are headed, right now, to the U.S., Texas, Louisiana, and Alaska, to load up, compliments of the IRGC, always wanting to be ""the tough guy!"" We're offering a very fair and reasonable DEAL, and I hope they take it because, if they don't, the United States is going to knock out every single Power Plant, and every single Bridge, in Iran. NO MORE MR. NICE GUY! They'll come down fast, they'll come down easy and, if they don't take the DEAL, it will be my Honor to do what has to be done, which should have been done to Iran, by other Presidents, for the last 47 years. IT'S TIME FOR THE IRAN KILLING MACHINE TO END! President DONALD J. TRUMP",0.0
